age,gender,semester,study_hours,attendance,assignment_completion,previous_gpa,mock_test_score,sleep_hours,screen_time,stress_level,programming_practice_hours,class_participation,learning_style,final_gpa
21,Female,3,6.61,91,89,6.94,68,5.84,6.11,7,4.24,7,Reading,7.28
17,Female,8,1.77,87,90,6.15,41,8.81,3.78,6,4.11,6,Visual,5.98
19,Female,2,1.47,53,50,7.1,52,4.07,4.99,4,3.02,1,Kinesthetic,5.34
22,Female,7,5.78,82,100,8.6,68,8.45,3.05,9,2.04,7,Visual,7.79
20,Male,3,5.87,56,51,5.39,85,5.87,2.7,4,1.99,3,Kinesthetic,5.92
23,Female,4,6.74,90,100,8.57,48,4.95,3.27,3,0.35,4,Reading,7.93
19,Female,1,7.53,57,97,8.47,42,4.07,6.7,5,5.4,10,Reading,7.52
23,Male,1,9.78,86,81,7.36,49,4.35,3.99,4,4.62,2,Auditory,7.91
22,Female,8,5.65,100,52,9.09,93,4.86,3.18,2,3.74,1,Kinesthetic,8.52
21,Male,7,3.91,59,51,5.2,45,4.13,4.03,3,2.38,5,Kinesthetic,5.0
22,Male,2,8.16,92,60,7.66,54,5.68,1.23,7,3.49,6,Reading,7.57
24,Female,5,3.44,64,49,6.88,89,4.22,7.23,2,2.91,2,Kinesthetic,6.25
18,Male,1,4.95,87,59,6.74,70,7.46,4.86,1,1.64,10,Kinesthetic,6.9
20,Female,6,1.71,64,89,5.84,48,8.09,1.73,2,1.79,6,Visual,5.7
20,Male,5,1.23,54,75,6.47,92,8.44,3.02,8,5.25,6,Auditory,5.96
24,Male,4,9.66,78,67,5.07,72,6.75,7.88,8,3.81,8,Visual,6.49
22,Female,3,8.52,68,63,5.83,35,8.73,5.15,10,0.01,8,Reading,5.76
20,Female,5,7.26,100,44,5.94,99,4.03,3.04,2,1.96,6,Kinesthetic,7.21
20,Male,6,4.68,59,76,8.32,35,4.67,3.98,6,2.04,7,Kinesthetic,6.47
19,Male,8,2.56,61,100,4.76,94,5.47,2.81,7,4.24,4,Reading,5.65
19,Female,8,2.41,53,99,7.95,59,7.95,1.22,1,4.2,5,Kinesthetic,7.12
22,Female,4,3.25,80,51,5.67,44,8.43,6.89,7,2.78,6,Reading,5.25
23,Male,4,5.94,67,97,4.93,84,7.09,3.05,8,5.71,6,Auditory,6.4
23,Female,7,7.43,65,74,6.09,46,5.92,6.87,9,5.23,3,Kinesthetic,6.16
21,Male,4,6.94,89,100,5.69,66,7.33,4.35,8,5.2,9,Visual,6.99
22,Female,8,3.52,85,79,7.43,67,4.9,2.28,3,2.09,4,Visual,6.96
22,Female,8,9.59,74,93,6.39,60,6.29,6.61,8,2.59,8,Auditory,7.06
23,Male,6,7.64,72,41,9.62,76,6.54,3.64,3,2.51,4,Reading,8.28
18,Female,2,5.99,61,89,9.61,84,4.52,5.95,6,2.64,6,Kinesthetic,7.99
22,Male,6,6.51,83,80,6.85,95,4.17,6.86,4,5.34,1,Kinesthetic,7.52
22,Male,2,4.78,85,84,8.71,75,7.75,7.74,7,1.49,2,Visual,7.5
18,Male,5,3.23,86,78,4.57,91,6.67,1.6,8,4.81,6,Reading,5.89
19,Male,4,4.2,52,81,7.4,36,5.66,1.06,10,3.08,3,Reading,5.9
21,Female,5,7.82,58,48,8.44,65,6.19,4.84,6,1.49,7,Kinesthetic,7.15
23,Female,1,1.13,67,61,5.65,57,8.79,2.85,10,3.16,1,Kinesthetic,4.92
17,Male,5,2.04,92,86,4.82,88,5.92,4.28,4,1.17,3,Visual,5.77
22,Female,3,1.41,84,44,5.33,62,4.52,1.51,8,0.65,3,Reading,4.75
24,Female,4,1.37,83,51,6.84,53,6.32,4.51,7,5.03,1,Kinesthetic,5.76
22,Female,8,8.7,90,40,7.18,82,7.24,1.87,10,4.2,4,Kinesthetic,7.46
22,Female,5,7.33,63,83,6.52,36,4.06,6.87,8,1.23,8,Visual,5.93
20,Female,2,5.27,53,61,6.83,45,5.66,6.32,10,5.65,7,Visual,5.75
22,Female,3,1.88,78,77,6.99,78,5.97,1.52,7,0.15,7,Kinesthetic,6.12
18,Male,5,5.42,90,90,8.58,93,6.32,6.85,3,2.0,5,Auditory,8.19
20,Female,5,5.26,94,58,5.06,93,5.51,3.27,3,0.13,4,Visual,6.27
18,Female,7,2.56,99,55,8.58,72,7.33,3.47,9,0.85,10,Kinesthetic,6.88
22,Male,5,4.9,64,70,8.15,59,8.72,2.26,7,1.08,6,Auditory,6.86
17,Male,8,4.59,77,90,8.43,55,8.57,6.85,1,4.86,2,Kinesthetic,7.81
23,Male,6,6.54,91,42,8.39,76,7.32,3.83,3,5.96,1,Reading,8.13
22,Female,6,6.72,65,62,6.99,70,6.53,1.34,1,5.2,7,Auditory,7.41
18,Male,6,1.41,61,81,5.62,43,8.13,7.76,6,3.81,4,Reading,5.0
22,Male,2,4.37,54,98,7.34,46,8.18,2.79,2,4.34,7,Kinesthetic,6.94
17,Female,5,6.63,83,57,9.58,44,8.15,7.55,7,3.14,6,Auditory,7.71
18,Male,6,5.53,91,65,7.62,93,4.79,3.11,8,2.54,9,Reading,7.31
19,Female,1,8.71,50,52,4.56,39,4.13,6.82,6,4.15,10,Visual,5.2
20,Female,8,6.93,88,97,4.82,67,8.92,5.65,5,5.84,6,Auditory,6.85
21,Female,1,2.47,81,57,9.76,97,8.8,7.03,10,0.17,3,Visual,7.26
24,Female,1,1.64,75,42,4.88,63,6.82,7.83,4,1.88,7,Visual,4.69
21,Female,5,6.78,66,97,4.74,52,8.97,7.1,9,1.98,9,Reading,5.63
18,Female,3,1.24,97,99,6.37,40,7.85,3.83,8,2.49,10,Kinesthetic,5.89
21,Female,7,6.27,76,62,9.64,87,6.59,6.7,5,3.76,6,Reading,8.28
22,Female,7,9.46,73,42,6.19,66,5.95,5.98,1,3.08,7,Kinesthetic,7.03
20,Male,8,6.18,84,94,6.67,76,6.96,1.43,8,0.11,8,Reading,6.97
24,Male,2,4.49,95,64,7.86,81,6.58,7.51,8,2.47,4,Reading,7.05
19,Female,1,6.79,91,66,4.63,65,8.97,4.26,7,3.72,5,Auditory,6.19
19,Female,1,5.12,88,97,9.26,96,6.45,1.94,7,3.03,4,Kinesthetic,8.53
17,Female,6,5.91,75,83,7.25,90,8.18,3.98,8,5.23,1,Visual,7.47
21,Female,3,9.47,98,66,6.97,45,8.07,5.22,1,2.39,6,Kinesthetic,7.83
22,Female,8,4.47,87,91,9.06,60,4.36,5.01,3,0.08,7,Kinesthetic,7.63
24,Male,1,9.65,72,78,9.55,61,4.44,5.02,4,1.71,2,Reading,8.5
20,Male,2,9.15,71,64,6.74,91,7.3,2.79,6,0.81,6,Visual,7.38
21,Female,3,2.76,53,63,5.41,61,5.3,5.43,10,1.5,2,Auditory,4.56
20,Male,4,1.62,98,47,8.82,93,7.29,7.35,10,2.17,10,Reading,6.86
23,Male,2,1.91,58,48,6.64,96,4.72,3.72,9,4.06,5,Auditory,5.61
17,Female,2,1.16,53,85,9.46,54,5.99,5.41,4,1.95,1,Auditory,6.72
23,Female,5,1.85,56,76,9.53,37,4.51,2.71,6,5.3,3,Kinesthetic,6.79
22,Female,4,7.15,72,69,5.11,50,5.41,1.34,9,1.8,4,Visual,5.69
23,Male,4,1.64,51,92,9.57,78,4.44,5.1,9,0.82,4,Kinesthetic,6.68
21,Female,7,3.87,98,58,6.45,64,8.85,1.33,6,1.01,2,Visual,6.47
23,Female,3,8.6,73,92,7.93,74,5.98,6.07,5,5.61,8,Auditory,8.17
19,Female,1,1.21,89,55,4.68,99,8.51,5.69,3,2.73,6,Kinesthetic,5.6
17,Male,4,8.33,80,63,9.21,63,8.86,3.59,5,2.42,9,Auditory,8.37
22,Male,3,3.54,96,83,7.9,64,8.55,3.88,3,0.41,6,Reading,7.33
23,Female,4,2.06,80,60,7.91,66,6.27,7.42,5,4.4,3,Visual,6.54
21,Female,6,7.27,96,75,9.28,44,7.89,1.09,10,4.17,2,Auditory,8.19
19,Male,2,6.66,89,79,7.19,85,4.77,4.94,10,2.25,9,Auditory,7.1
19,Male,6,8.9,97,78,6.68,42,4.47,7.46,1,4.15,3,Visual,7.53
20,Female,4,7.62,100,86,9.09,85,8.38,7.4,6,2.2,6,Auditory,8.72
19,Female,1,8.23,92,45,8.43,70,4.16,5.09,7,0.44,10,Reading,7.5
18,Male,3,3.54,83,44,9.53,89,8.86,3.67,2,4.43,2,Auditory,8.19
23,Male,1,2.6,73,53,9.48,69,7.36,1.69,3,5.79,7,Auditory,7.74
21,Male,5,7.76,98,92,6.53,70,6.1,2.22,10,3.89,1,Visual,7.39
21,Male,1,8.26,75,84,6.87,90,4.71,5.76,9,1.66,9,Visual,7.13
20,Male,1,9.91,65,81,5.86,70,7.62,1.12,8,1.62,1,Reading,6.95
24,Female,3,4.71,96,89,8.0,95,6.82,7.18,4,5.57,9,Auditory,8.14
19,Female,6,4.35,62,100,6.43,96,7.56,5.12,8,1.82,1,Kinesthetic,6.52
20,Female,2,7.99,64,43,8.67,59,6.09,1.32,8,4.61,1,Reading,7.5
18,Male,6,4.07,76,47,5.14,98,4.33,2.68,6,3.86,8,Kinesthetic,5.83
20,Female,4,9.38,53,63,5.12,94,5.57,5.16,1,3.56,1,Auditory,6.83
21,Female,4,8.73,65,50,5.58,91,5.58,1.25,2,1.09,8,Auditory,6.83
24,Female,7,4.86,79,56,4.95,86,4.04,6.46,4,0.21,3,Visual,5.56
22,Female,3,7.76,93,89,7.79,90,4.05,7.44,4,2.93,4,Reading,8.12
22,Male,3,7.79,79,60,5.28,97,5.65,7.73,2,5.93,2,Kinesthetic,7.04
24,Female,6,1.93,85,96,5.35,54,7.64,6.14,9,1.17,6,Auditory,5.24
20,Male,7,9.12,52,65,4.58,88,7.12,7.0,2,3.22,7,Auditory,6.38
24,Female,2,5.55,71,82,8.65,35,5.2,5.27,6,4.03,10,Visual,7.14
21,Male,2,8.44,98,87,8.81,44,7.01,4.21,5,2.9,3,Visual,8.41
17,Female,5,3.88,71,83,5.36,57,7.24,5.99,4,3.04,9,Visual,5.77
18,Female,4,9.06,99,84,8.42,85,6.61,2.57,6,3.97,3,Reading,8.89
24,Male,4,4.5,99,66,6.8,58,6.61,1.77,4,4.89,7,Reading,7.08
23,Male,7,1.1,98,55,5.77,47,5.85,6.33,9,2.0,4,Auditory,4.95
18,Male,5,9.15,61,94,7.79,63,4.62,7.71,10,5.4,5,Kinesthetic,7.42
21,Male,3,1.82,70,65,5.45,92,5.93,5.04,7,2.91,9,Reading,5.42
22,Female,7,3.87,53,92,8.51,77,5.73,4.38,3,3.97,3,Visual,7.39
17,Female,4,9.55,80,72,4.75,44,6.96,4.74,10,0.64,3,Visual,5.82
19,Male,1,9.56,93,70,9.58,65,8.28,4.35,4,2.95,9,Reading,9.1
20,Female,3,6.16,80,87,4.88,48,5.88,4.1,1,0.1,9,Auditory,6.02
24,Female,7,6.69,72,86,7.57,68,7.55,7.63,6,2.35,4,Auditory,7.21
24,Female,3,5.04,69,45,9.28,51,8.06,4.36,2,0.33,1,Auditory,7.29
23,Male,2,3.64,64,83,4.56,55,5.06,1.57,4,5.38,1,Auditory,5.5
23,Female,8,3.96,72,47,7.14,92,8.51,6.36,5,4.04,9,Visual,6.72
19,Female,6,7.05,77,46,6.36,42,4.35,3.74,8,4.75,6,Reading,6.14
23,Male,7,7.77,65,73,7.58,72,8.51,5.97,3,2.81,5,Visual,7.58
17,Male,5,8.12,86,83,5.69,60,4.82,5.06,6,5.11,10,Kinesthetic,6.89
18,Female,6,8.11,70,92,4.84,98,5.69,5.99,1,5.24,3,Auditory,7.18
19,Female,6,1.82,64,53,7.82,64,7.03,1.43,9,2.14,3,Auditory,5.94
17,Male,3,5.45,66,55,6.71,43,8.53,1.24,1,2.26,2,Kinesthetic,6.54
18,Female,2,1.52,99,82,7.8,66,5.28,3.65,2,3.05,7,Kinesthetic,7.1
22,Male,1,5.95,86,91,5.62,45,7.82,5.85,1,0.25,9,Visual,6.44
19,Female,1,4.97,62,48,6.3,68,7.55,2.57,8,5.97,6,Kinesthetic,6.15
23,Male,4,8.99,68,49,7.48,52,4.8,4.03,4,2.16,10,Auditory,7.09
22,Male,8,4.16,79,56,7.64,53,6.4,7.87,2,2.83,1,Kinesthetic,6.66
18,Female,5,2.05,94,51,6.47,88,6.41,2.5,7,4.53,6,Visual,6.35
21,Male,5,2.29,67,45,5.98,71,5.52,6.94,8,1.79,8,Kinesthetic,4.99
23,Female,2,7.85,63,58,5.95,46,7.9,6.78,9,1.21,8,Kinesthetic,5.76
18,Female,4,6.56,85,82,5.43,38,8.63,7.24,5,0.76,10,Visual,6.03
18,Female,6,1.91,85,80,6.22,77,7.58,7.41,3,3.17,3,Visual,6.27
24,Female,5,1.76,69,92,5.56,61,8.86,4.55,1,0.03,1,Visual,5.7
23,Female,4,7.31,68,68,7.86,85,4.25,5.77,8,4.26,5,Auditory,7.33
17,Male,2,1.65,94,45,7.52,39,4.19,5.33,6,2.77,6,Auditory,5.81
17,Female,4,8.4,93,98,6.53,40,8.47,3.16,5,3.19,10,Kinesthetic,7.51
20,Female,7,7.36,56,64,6.23,90,8.49,2.96,7,1.58,9,Auditory,6.63
23,Female,3,1.73,93,96,5.76,78,4.54,3.39,5,1.07,2,Reading,6.02
17,Male,3,1.76,53,63,7.34,49,5.79,2.53,4,4.2,1,Visual,5.88
24,Male,3,9.88,83,64,9.37,76,8.18,6.3,5,1.26,7,Reading,8.7
21,Male,3,4.37,51,55,8.13,45,4.64,7.75,7,4.68,2,Visual,6.11
21,Male,8,4.34,54,91,8.45,45,5.34,7.07,6,1.22,2,Kinesthetic,6.5
24,Female,1,8.32,59,55,8.92,100,7.4,2.53,10,3.68,3,Visual,8.01
22,Female,6,9.53,81,45,6.36,61,8.91,1.36,10,3.86,4,Auditory,6.98
18,Male,1,9.87,91,76,4.83,92,7.99,6.3,9,3.03,7,Kinesthetic,6.94
17,Male,5,7.78,90,60,7.8,55,7.89,3.73,10,5.98,1,Visual,7.54
23,Male,1,4.39,62,43,5.5,55,5.71,6.77,2,2.26,6,Kinesthetic,5.34
23,Male,6,1.75,88,73,7.52,35,7.31,6.45,7,5.3,7,Kinesthetic,6.21
23,Female,7,7.99,54,67,8.42,92,4.57,5.38,1,1.02,3,Kinesthetic,7.84
20,Male,4,6.03,59,77,8.65,47,8.96,2.79,8,2.02,3,Reading,7.14
17,Female,4,4.82,59,80,6.1,40,6.4,1.73,4,0.87,2,Auditory,5.82
24,Female,1,9.16,87,67,7.22,92,7.19,2.77,8,3.62,5,Kinesthetic,7.95
23,Male,4,2.0,76,56,7.79,51,8.38,4.57,8,3.83,7,Auditory,6.16
20,Female,6,5.43,100,53,8.84,46,4.0,7.86,4,2.72,3,Visual,7.36
18,Female,5,1.1,70,46,8.54,86,8.88,1.45,4,4.32,7,Kinesthetic,7.03
23,Male,2,5.22,57,61,9.74,86,5.8,2.4,5,5.21,8,Auditory,8.08
23,Female,1,1.51,50,90,4.54,71,5.7,5.39,7,4.66,3,Kinesthetic,4.77
22,Male,3,2.07,77,40,6.82,37,4.73,3.13,6,1.45,1,Reading,5.25
22,Male,4,2.06,98,68,5.86,42,8.29,7.01,1,1.92,3,Visual,5.88
21,Male,4,6.84,88,91,5.14,44,8.35,1.98,6,2.28,6,Reading,6.4
24,Female,2,7.71,63,70,9.33,81,4.1,7.74,3,1.22,1,Kinesthetic,7.99
17,Female,8,6.25,70,69,9.79,75,4.28,7.39,9,2.17,9,Auditory,7.63
17,Male,5,9.66,79,96,5.46,98,8.59,7.21,3,1.43,3,Kinesthetic,7.56
21,Male,7,4.37,70,54,4.7,76,4.61,2.21,9,5.97,3,Kinesthetic,5.4
21,Female,4,3.57,98,57,5.96,77,7.1,3.31,5,4.7,7,Kinesthetic,6.54
22,Female,3,8.82,58,74,8.92,43,7.1,6.63,10,5.16,7,Reading,7.53
22,Male,2,3.01,66,89,6.06,48,8.35,6.65,8,5.53,6,Reading,5.76
24,Female,7,9.67,54,69,4.8,38,6.86,5.94,9,3.99,7,Auditory,5.65
24,Female,8,1.11,80,73,4.78,36,6.17,4.14,9,1.06,5,Visual,4.31
24,Female,4,9.73,89,81,6.77,35,8.87,3.18,7,4.55,8,Visual,7.55
22,Female,6,1.39,87,50,9.44,99,5.14,7.74,10,0.09,10,Auditory,6.75
19,Female,6,9.02,92,66,6.02,80,5.31,1.97,1,0.68,2,Kinesthetic,7.5
19,Male,3,5.75,68,63,6.76,93,4.42,1.31,8,0.18,5,Visual,6.47
24,Male,7,9.94,85,74,5.04,41,8.88,1.06,7,0.81,9,Reading,6.54
19,Male,6,1.66,99,78,7.12,100,7.53,6.43,4,4.51,4,Auditory,7.17
21,Male,4,5.98,82,47,8.19,49,4.06,1.4,6,5.31,8,Auditory,7.2
24,Male,3,9.72,62,90,5.94,81,7.52,4.77,10,1.67,3,Kinesthetic,6.84
19,Male,6,5.71,63,57,6.07,74,6.02,3.57,2,0.71,6,Visual,6.24
17,Female,7,6.66,82,52,8.96,76,8.84,2.03,4,1.64,8,Visual,8.11
21,Female,2,7.26,78,84,4.55,85,5.39,6.18,8,3.88,9,Kinesthetic,6.16
17,Male,8,5.09,92,63,7.87,69,7.55,1.39,4,2.1,7,Auditory,7.51
21,Female,7,6.65,98,90,6.59,75,7.14,3.23,10,5.77,6,Auditory,7.42
23,Male,7,6.26,85,62,6.08,91,4.06,4.94,4,0.79,6,Auditory,6.64
18,Male,5,9.11,93,51,7.99,72,8.43,3.82,4,5.94,6,Auditory,8.47
17,Male,1,1.41,59,88,8.92,42,4.7,2.81,10,0.07,10,Reading,5.97
24,Female,8,3.53,80,69,7.46,97,7.32,7.48,9,2.71,9,Reading,6.7
23,Female,6,9.55,55,70,4.66,38,7.88,7.52,2,1.51,3,Auditory,5.87
21,Female,1,9.01,50,67,6.95,82,7.15,3.91,7,3.4,4,Auditory,7.13
20,Female,5,5.1,56,61,6.95,86,4.49,3.76,3,0.58,3,Auditory,6.44
21,Male,4,6.58,76,83,7.38,72,8.88,3.15,4,5.25,9,Reading,7.8
18,Female,2,3.5,70,67,8.06,39,5.18,6.99,1,0.82,5,Kinesthetic,6.42
21,Female,8,2.69,77,52,4.6,58,7.14,4.98,3,3.52,10,Visual,5.16
18,Female,3,5.17,65,64,7.16,51,7.99,1.63,2,0.2,8,Reading,6.59
24,Male,7,4.18,95,83,7.62,60,8.7,6.97,10,1.87,8,Auditory,6.76
19,Male,2,6.25,72,90,6.32,37,7.02,4.74,7,0.9,9,Auditory,6.14
17,Female,5,1.7,69,85,8.04,36,5.3,3.91,6,5.87,10,Auditory,6.4
18,Female,4,9.77,87,46,5.71,36,8.18,3.37,1,0.07,7,Auditory,6.74
20,Female,4,9.88,74,84,6.18,56,4.82,1.7,8,2.11,3,Kinesthetic,6.96
17,Male,7,7.28,77,45,9.6,38,4.11,7.7,9,1.82,5,Reading,7.11
21,Female,8,5.82,54,63,6.34,72,8.54,6.19,1,3.94,3,Visual,6.63
21,Male,5,3.79,70,58,6.34,86,6.88,1.92,5,0.34,2,Auditory,6.14
18,Male,2,8.32,67,58,7.66,65,4.35,4.58,7,4.86,3,Kinesthetic,7.24
23,Female,8,7.16,96,75,9.65,60,6.9,4.89,2,2.8,10,Kinesthetic,8.77
20,Male,1,2.46,55,90,9.71,70,4.73,2.18,6,2.72,9,Auditory,7.32
18,Female,2,9.2,78,48,7.57,60,4.16,3.99,8,1.36,9,Auditory,7.03
23,Female,8,8.4,68,87,4.51,62,4.58,5.52,8,2.94,8,Visual,5.86
20,Female,8,9.55,82,98,9.27,39,7.88,2.99,10,2.18,7,Reading,8.32
22,Female,6,7.53,50,75,7.52,52,7.78,3.32,10,1.47,1,Visual,6.54
18,Male,4,6.52,94,77,6.44,49,7.02,1.85,8,1.01,9,Reading,6.64
19,Female,8,4.76,52,79,8.89,91,5.05,3.89,6,4.37,10,Kinesthetic,7.55
24,Female,4,9.39,91,98,6.62,39,7.69,5.09,6,0.85,2,Kinesthetic,7.31
19,Male,7,8.79,70,68,4.68,71,6.04,1.82,3,1.01,6,Auditory,6.37
19,Male,6,1.41,84,63,8.85,56,6.55,5.3,2,3.46,10,Visual,7.05
18,Female,7,1.24,90,87,7.39,86,8.49,3.78,5,1.36,5,Visual,6.83
23,Male,6,4.39,89,44,6.29,49,6.29,5.75,9,2.76,6,Auditory,5.66
17,Female,7,8.29,52,92,5.83,51,7.13,3.2,4,3.32,8,Visual,6.64
21,Female,8,9.89,74,93,7.65,85,8.81,4.98,5,1.65,8,Kinesthetic,8.3
17,Female,5,2.35,94,81,5.6,79,6.26,5.29,6,2.06,10,Kinesthetic,5.96
21,Male,2,6.35,87,94,6.22,97,6.8,5.83,6,1.26,2,Auditory,7.14
20,Female,1,4.43,94,84,7.87,62,6.92,6.3,4,2.76,7,Auditory,7.37
19,Male,2,9.73,69,100,9.17,93,5.2,1.95,4,5.95,2,Reading,9.41
19,Male,6,8.58,93,65,7.32,55,7.68,7.76,8,2.18,1,Kinesthetic,7.23
21,Female,4,8.54,94,53,8.52,76,7.63,6.91,5,3.92,8,Kinesthetic,8.29
24,Female,2,5.22,83,78,8.54,51,5.07,4.94,5,3.82,9,Kinesthetic,7.43
19,Female,4,4.73,70,68,8.02,41,4.07,7.23,9,4.72,7,Kinesthetic,6.35
17,Male,4,3.46,97,91,5.8,74,8.99,3.68,4,4.27,4,Kinesthetic,6.85
18,Male,8,1.51,72,45,9.09,74,6.91,1.24,7,0.07,7,Reading,6.59
19,Female,3,8.78,55,46,6.81,77,4.91,6.09,5,1.86,4,Auditory,6.66
22,Male,7,8.32,100,76,4.73,85,5.42,7.6,9,5.22,7,Auditory,6.66
23,Male,8,10.0,62,92,5.8,57,7.09,2.13,8,3.24,4,Visual,6.91
23,Male,1,9.97,98,57,8.56,66,4.69,5.51,8,0.63,9,Kinesthetic,7.98
19,Female,5,6.0,72,62,4.87,65,4.19,6.69,10,1.66,5,Kinesthetic,5.12
22,Female,6,7.92,58,83,5.28,51,7.99,7.34,10,1.7,7,Auditory,5.66
20,Male,1,9.5,66,77,8.18,92,7.58,2.94,3,5.24,8,Kinesthetic,8.73
18,Male,2,8.65,51,98,9.23,69,5.55,1.9,9,3.32,5,Kinesthetic,8.12
21,Female,6,3.23,68,40,7.86,64,4.29,2.73,8,3.65,1,Kinesthetic,6.14
24,Male,6,5.05,68,43,5.68,98,6.43,5.04,3,2.2,4,Auditory,6.18
18,Male,3,2.16,56,90,4.78,87,5.38,7.43,10,0.36,3,Visual,4.63
18,Female,4,9.59,91,83,7.76,85,5.99,5.08,1,0.45,7,Auditory,8.5
21,Female,1,6.46,91,86,4.75,71,5.37,7.44,5,2.52,6,Kinesthetic,6.2
18,Female,4,3.06,69,74,7.75,40,4.88,6.39,4,1.06,6,Auditory,6.09
20,Male,4,7.05,58,62,5.7,68,5.93,5.19,8,0.63,2,Reading,5.72
22,Female,3,6.56,66,66,9.29,90,8.82,1.15,6,1.57,6,Kinesthetic,8.19
24,Male,6,4.22,76,99,7.02,59,5.33,3.33,10,4.45,8,Auditory,6.55
17,Female,8,2.02,96,65,5.69,47,5.68,1.4,5,0.44,5,Auditory,5.49
24,Female,6,7.04,51,91,9.02,97,5.65,3.26,9,2.69,9,Visual,7.9
18,Female,7,5.68,85,99,5.85,100,6.4,1.44,6,4.96,2,Kinesthetic,7.36
17,Female,8,7.95,68,47,6.12,39,8.22,2.17,3,1.61,7,Reading,6.39
20,Female,1,5.68,66,82,8.92,45,6.01,3.87,6,1.81,6,Reading,7.26
20,Female,8,8.67,54,55,6.14,78,8.03,4.6,4,5.31,6,Kinesthetic,6.98
23,Male,3,5.97,88,80,6.67,36,4.58,2.52,5,3.9,4,Auditory,6.72
23,Female,7,6.05,67,42,6.34,74,8.47,6.13,6,4.79,10,Reading,6.4
18,Male,4,8.89,56,71,5.12,71,4.93,5.13,9,1.74,9,Kinesthetic,5.85
19,Female,1,4.63,66,44,4.71,83,4.2,5.84,3,5.98,6,Reading,5.62
18,Male,6,2.21,88,59,8.34,70,4.79,6.13,1,0.85,8,Kinesthetic,6.89
17,Male,4,1.26,85,53,7.92,68,4.95,6.09,2,5.77,8,Reading,6.74
20,Male,4,7.8,89,99,6.0,92,6.54,7.55,8,5.41,4,Visual,7.43
17,Female,1,6.58,94,71,6.07,71,6.25,2.66,4,3.31,5,Kinesthetic,7.08
17,Male,5,7.34,53,65,9.51,94,7.58,2.89,7,3.51,2,Visual,8.23
23,Female,3,2.92,87,86,9.73,46,4.25,1.66,2,4.65,4,Kinesthetic,8.0
24,Male,2,2.23,74,45,7.01,66,6.49,5.15,10,1.84,6,Reading,5.47
21,Female,6,1.13,54,98,8.75,38,5.66,3.77,8,3.16,2,Reading,6.21
20,Male,4,4.16,79,97,8.4,67,7.15,4.47,10,5.41,2,Auditory,7.4
20,Male,6,6.31,61,75,6.08,77,4.22,2.19,9,0.41,10,Reading,5.98
17,Female,3,4.53,53,79,4.81,43,4.17,5.54,7,5.43,7,Visual,5.01
24,Male,3,4.94,73,90,5.26,85,6.14,5.33,10,4.37,10,Auditory,6.01
22,Male,1,9.14,78,98,8.94,54,8.06,2.85,1,4.62,5,Visual,9.06
20,Male,1,4.13,58,44,8.38,73,7.36,4.26,2,0.39,3,Visual,6.79
22,Male,7,5.63,53,52,8.02,57,4.08,7.26,9,1.13,3,Visual,5.99
22,Female,1,8.05,100,71,5.19,75,4.89,6.41,10,5.55,7,Visual,6.63
18,Male,3,4.57,73,55,7.89,78,5.13,2.59,7,0.74,3,Visual,6.68
21,Female,1,6.6,63,40,8.59,69,6.12,7.15,3,3.79,10,Kinesthetic,7.34
18,Female,8,8.76,54,52,9.06,57,6.93,1.47,5,4.7,5,Kinesthetic,7.98
24,Male,2,9.55,67,93,4.57,92,5.08,3.9,1,1.39,2,Auditory,6.95
23,Male,3,2.32,91,50,8.13,82,5.91,1.56,10,4.19,3,Visual,6.79
19,Female,1,9.34,68,92,4.6,92,6.92,7.47,3,0.39,4,Kinesthetic,6.66
19,Male,7,5.43,61,47,8.25,91,5.92,1.28,4,2.99,1,Reading,7.37
22,Male,4,3.32,67,64,7.87,73,4.72,2.06,4,2.01,4,Auditory,6.69
17,Female,3,5.13,66,79,5.29,62,6.46,7.41,7,3.87,4,Kinesthetic,5.67
22,Female,5,9.82,79,71,8.56,98,5.62,5.08,5,5.33,3,Reading,8.85
19,Male,5,5.43,73,63,4.86,96,8.32,6.57,9,0.75,10,Auditory,5.63
24,Male,3,3.96,60,67,8.88,96,7.88,1.11,7,2.7,9,Reading,7.51
18,Male,3,6.7,84,53,5.89,60,4.95,3.93,2,2.54,3,Visual,6.52
19,Male,5,3.16,72,84,8.15,85,4.76,7.89,8,1.94,2,Reading,6.69
24,Female,4,1.68,66,42,9.4,84,5.74,5.06,2,2.88,7,Visual,7.12
17,Female,4,2.16,50,75,6.3,70,6.06,6.95,7,5.28,9,Auditory,5.52
20,Male,4,2.15,64,66,7.17,60,8.66,7.74,5,5.84,6,Visual,6.19
21,Female,2,2.37,81,59,6.95,67,5.51,5.8,10,0.02,5,Reading,5.51
24,Female,6,2.25,58,86,5.34,42,8.34,3.29,6,4.43,1,Visual,5.26
17,Female,6,6.77,64,54,7.63,100,6.53,3.16,4,3.69,3,Visual,7.57
17,Male,7,2.64,77,66,8.44,57,8.43,1.5,5,5.97,9,Auditory,7.26
17,Female,2,4.11,73,92,9.36,89,7.51,3.99,5,0.54,8,Visual,7.94
18,Male,7,9.07,84,84,9.01,77,7.54,7.41,7,4.87,9,Kinesthetic,8.69
20,Female,4,5.27,71,80,7.2,55,6.59,4.35,4,5.6,8,Auditory,7.04
17,Female,5,7.01,76,67,8.31,56,8.2,7.38,5,5.47,1,Reading,7.69
